Num Qubits,Time,Step,Ops Index,Average_Train_Accuracy,Average_Val_Accuracy,Test_Accuracy
6,0.3,10,0,0.9943426909276883,0.9354969183359014,0.95
6,0.3,10,1,0.9892523513852597,0.9445364663585002,0.9545454545454546
6,0.3,10,2,0.9875546392411639,0.9502054442732408,0.9545454545454546
6,0.3,10,3,0.9892527509409537,0.9400295326142784,0.9363636363636364
6,0.3,10,4,0.9861418103069386,0.9456920903954803,0.95
6,0.3,10,5,0.9869892679340573,0.9422958397534668,0.9136363636363637
6,0.3,10,6,0.9892527509409537,0.9502118644067796,0.9545454545454546
6,0.3,10,7,0.9901010076794604,0.9456856702619415,0.9409090909090909
6,0.3,10,8,0.9912321498493675,0.9400166923472009,0.9409090909090909
6,0.3,10,9,0.9884040946467529,0.9445557267591166,0.9590909090909091
6,0.3,10,10,0.9901010076794604,0.9524845916795069,0.9454545454545454
6,0.3,10,11,0.9898177226923661,0.9422894196199281,0.9454545454545454
6,0.3,10,12,0.9915142361693796,0.9388803287108372,0.9590909090909091
6,0.3,10,13,0.9881208096596584,0.9445557267591166,0.9363636363636364
6,0.3,10,14,0.9898177226923661,0.9479455572675912,0.9363636363636364
6,0.3,10,15,0.9906659794308729,0.9411594761171033,0.9227272727272727
6,0.3,10,16,0.9909492644179672,0.950199024139702,0.9318181818181818
6,0.3,10,17,0.98981812224806,0.9479519774011299,0.9363636363636364
6,0.3,10,18,0.9898173231366719,0.9411658962506421,0.9363636363636364
6,0.3,10,19,0.9898173231366719,0.9445557267591166,0.9590909090909091
6,0.3,10,20,0.9926457778949809,0.9445685670261941,0.9545454545454546
6,0.3,10,21,0.9864238966269507,0.9468156137647663,0.95
6,0.3,10,22,0.9898177226923661,0.9479583975346687,0.9545454545454546
6,0.3,10,23,0.9898177226923661,0.9434129429892142,0.95
6,0.3,10,24,0.9898173231366719,0.9457049306625578,0.95
6,0.3,10,25,0.988686980078153,0.9400166923472006,0.9227272727272727
6,0.3,10,26,0.9850098690256435,0.9434322033898305,0.9590909090909091
6,0.3,10,27,0.9906659794308729,0.9354904982023626,0.95
6,0.3,10,28,0.9906667785422612,0.94679635336415,0.9545454545454546
6,0.3,10,29,0.9900998090123782,0.9343605546995377,0.95
