Num Qubits,Time,Step,Ops Index,Training Accuracy,Validation Accuracy
6,0.12,1,0,0.7643312101910829,0.652542372881356
6,0.12,1,0,0.7441613588110403,0.7245762711864406
6,0.12,1,0,0.7484076433121019,0.7288135593220338
6,0.12,1,0,0.7613997879109226,0.7191489361702128
6,0.12,1,0,0.7454931071049841,0.723404255319149
6,0.12,1,1,0.7823779193205945,0.6440677966101694
6,0.12,1,1,0.7622080679405521,0.7245762711864406
6,0.12,1,1,0.7579617834394905,0.7330508474576272
6,0.12,1,1,0.7656415694591728,0.7531914893617021
6,0.12,1,1,0.7539766702014846,0.7148936170212766
6,0.12,1,2,0.7760084925690022,0.673728813559322
6,0.12,1,2,0.7696390658174098,0.7372881355932204
6,0.12,1,2,0.7622080679405521,0.7415254237288136
6,0.12,1,2,0.7751855779427359,0.7489361702127659
6,0.12,1,2,0.76033934252386,0.7191489361702128
6,0.12,5,0,0.7622080679405521,0.652542372881356
6,0.12,5,0,0.7462845010615711,0.7245762711864406
6,0.12,5,0,0.7388535031847133,0.7372881355932204
6,0.12,5,0,0.7476139978791092,0.7319148936170212
6,0.12,5,0,0.7465535524920467,0.7276595744680852
6,0.12,5,1,0.7749469214437368,0.6652542372881356
6,0.12,5,1,0.7558386411889597,0.7288135593220338
6,0.12,5,1,0.7569002123142251,0.7288135593220338
6,0.12,5,1,0.7741251325556734,0.7446808510638298
6,0.12,5,1,0.7539766702014846,0.7191489361702128
6,0.12,5,2,0.772823779193206,0.6610169491525424
6,0.12,5,2,0.7579617834394905,0.7415254237288136
6,0.12,5,2,0.7462845010615711,0.7330508474576272
6,0.12,5,2,0.7645811240721103,0.7446808510638298
6,0.12,5,2,0.7550371155885471,0.7148936170212766
6,0.12,10,0,0.7632696390658175,0.652542372881356
6,0.12,10,0,0.7409766454352441,0.7245762711864406
6,0.12,10,0,0.7367303609341825,0.7372881355932204
6,0.12,10,0,0.7465535524920467,0.7319148936170212
6,0.12,10,0,0.7465535524920467,0.7191489361702128
6,0.12,10,1,0.7749469214437368,0.673728813559322
6,0.12,10,1,0.7569002123142251,0.7288135593220338
6,0.12,10,1,0.7537154989384289,0.7330508474576272
6,0.12,10,1,0.7762460233297985,0.7489361702127659
6,0.12,10,1,0.7550371155885471,0.723404255319149
6,0.12,10,2,0.7717622080679406,0.6610169491525424
6,0.12,10,2,0.7558386411889597,0.7372881355932204
6,0.12,10,2,0.7441613588110403,0.7372881355932204
6,0.12,10,2,0.7667020148462355,0.7361702127659574
6,0.12,10,2,0.7518557794273595,0.723404255319149
6,0.12,20,0,0.7632696390658175,0.6483050847457628
6,0.12,20,0,0.7409766454352441,0.7245762711864406
6,0.12,20,0,0.7367303609341825,0.7372881355932204
6,0.12,20,0,0.7476139978791092,0.7319148936170212
6,0.12,20,0,0.7465535524920467,0.7191489361702128
6,0.12,20,1,0.7749469214437368,0.673728813559322
6,0.12,20,1,0.7569002123142251,0.7245762711864406
6,0.12,20,1,0.7537154989384289,0.7330508474576272
6,0.12,20,1,0.7751855779427359,0.7489361702127659
6,0.12,20,1,0.7550371155885471,0.7276595744680852
6,0.12,20,2,0.7717622080679406,0.6610169491525424
6,0.12,20,2,0.7558386411889597,0.7372881355932204
6,0.12,20,2,0.7452229299363057,0.7415254237288136
6,0.12,20,2,0.7688229056203606,0.7319148936170212
6,0.12,20,2,0.750795334040297,0.723404255319149
6,0.15,1,0,0.7951167728237792,0.6694915254237288
6,0.15,1,0,0.7834394904458599,0.7203389830508474
6,0.15,1,0,0.7738853503184714,0.7627118644067796
6,0.15,1,0,0.7932131495227995,0.723404255319149
6,0.15,1,0,0.782608695652174,0.7276595744680852
6,0.15,1,1,0.8046709129511678,0.6694915254237288
6,0.15,1,1,0.79723991507431,0.7330508474576272
6,0.15,1,1,0.7908704883227177,0.75
6,0.15,1,1,0.7963944856839873,0.7574468085106383
6,0.15,1,1,0.7868504772004242,0.7319148936170212
6,0.15,1,2,0.8099787685774947,0.6949152542372882
6,0.15,1,2,0.7929936305732485,0.7245762711864406
6,0.15,1,2,0.7834394904458599,0.7627118644067796
6,0.15,1,2,0.799575821845175,0.7489361702127659
6,0.15,1,2,0.792152704135737,0.7063829787234043
6,0.15,5,0,0.7802547770700637,0.6483050847457628
6,0.15,5,0,0.7749469214437368,0.711864406779661
6,0.15,5,0,0.7632696390658175,0.7542372881355932
6,0.15,5,0,0.7730646871686108,0.7191489361702128
6,0.15,5,0,0.7709437963944857,0.7404255319148936
6,0.15,5,1,0.7919320594479831,0.6610169491525424
6,0.15,5,1,0.7919320594479831,0.7330508474576272
6,0.15,5,1,0.7823779193205945,0.7542372881355932
6,0.15,5,1,0.7974549310710498,0.7531914893617021
6,0.15,5,1,0.7847295864262991,0.7191489361702128
6,0.15,5,2,0.7908704883227177,0.6822033898305084
6,0.15,5,2,0.7770700636942676,0.7711864406779662
6,0.15,5,2,0.772823779193206,0.7669491525423728
6,0.15,5,2,0.7953340402969247,0.7361702127659574
6,0.15,5,2,0.7741251325556734,0.7148936170212766
